"","County","Province_State","FIPS","Country_Region","Lat","Long_","Combined_Key","Last_Update.x","Confirmed.x","Deaths.x","Recovered.x","Active.x","Incidence_Rate.x","Case.Fatality_Ratio.x","Last_Update.y","Confirmed.y","Deaths.y","Recovered.y","Active.y","Incidence_Rate.y","Case.Fatality_Ratio.y","NEVER","RARELY","SOMETIMES","FREQUENTLY","ALWAYS","GDP 2018","Population_Count_2019","Percent.of.adults.with.less.than.a.high.school.diploma..2014.18","Percent.of.adults.with.a.high.school.diploma.only..2014.18","Percent.of.adults.completing.some.college.or.associate.s.degree..2014.18","Percent.of.adults.with.a.bachelor.s.degree.or.higher..2014.18","Median_Age"
"77","Carbon","Pennsylvania",42025,"US",40.91545395,-75.7068525,"Carbon, Pennsylvania, US","2020-06-16 04:33:09",259,24,0,235,403.539933314637,9.26640926640927,"2020-07-20 05:34:40",321,28,0,293,500.140226231654,8.72274143302181,0.013,0.062,0.015,0.145,0.764,2201379,64175,10.4,45.5,27.4,16.8,47.6
"78","Carroll","Georgia",13045,"US",33.58138199,-85.07976677,"Carroll, Georgia, US","2020-06-16 04:33:09",614,37,0,577,511.700780052003,6.02605863192182,"2020-07-20 05:34:40",1359,42,0,1317,1132.57550503367,3.09050772626932,0.089,0.133,0.154,0.168,0.457,3994013,117997,16.3,33.2,30,20.6,35.5
"79","Carroll","Maryland",24013,"US",39.56453592,-77.02373735,"Carroll, Maryland, US","2020-06-16 04:33:09",992,105,0,887,588.909271165411,10.5846774193548,"2020-07-20 05:34:40",1269,116,0,1153,753.35268660172,9.14105594956659,0.014,0.008,0.062,0.17,0.746,5805798,168267,7.8,29.9,26.7,35.6,42.4
"80","Carver","Minnesota",27019,"US",44.82017001,-93.8009918,"Carver, Minnesota, US","2020-06-16 04:33:09",271,2,0,269,257.876656928889,0.738007380073801,"2020-07-20 05:34:40",559,2,0,557,531.930078314572,0.35778175313059,0.024,0.128,0.183,0.296,0.368,4982250,103533,3.6,19,29.3,48.1,38
"81","Cascade","Montana",30013,"US",47.30797024,-111.3467922,"Cascade, Montana, US","2020-06-16 04:33:09",19,2,0,17,23.3512769461446,10.5263157894737,"2020-07-20 05:34:40",72,2,0,70,88.4890494801268,2.77777777777778,0.17,0.143,0.16,0.145,0.382,3782722,81688,8.3,31.6,34,26,37.4
"82","Cass","Missouri",29037,"US",38.64789422,-94.353399,"Cass, Missouri, US","2020-06-16 04:33:09",114,8,0,106,107.770845150312,7.01754385964912,"2020-07-20 05:34:40",268,8,0,260,253.356021932312,2.98507462686567,0.027,0.082,0.17,0.185,0.535,2538540,104769,7.6,33.1,33.1,26.1,39.4
"83","Catoosa","Georgia",13047,"US",34.89872298,-85.13757014,"Catoosa, Georgia, US","2020-06-16 04:33:09",234,0,0,234,346.256288842853,0,"2020-07-20 05:34:40",390,8,0,382,577.093814738088,2.05128205128205,0.143,0.152,0.114,0.217,0.375,1366360,67380,12.6,32.4,34.3,20.8,42
"84","Cecil","Maryland",24015,"US",39.56647682,-75.94627411,"Cecil, Maryland, US","2020-06-16 04:33:09",445,30,0,415,432.647902386855,6.74157303370786,"2020-07-20 05:34:40",553,29,0,524,537.650089932429,5.24412296564195,0.009,0.018,0.054,0.182,0.738,4242723,102644,11,37.7,28.5,22.8,41
"85","Centre","Pennsylvania",42027,"US",40.92058903,-77.82200624,"Centre, Pennsylvania, US","2020-06-16 04:33:09",171,6,0,165,105.305292976568,3.50877192982456,"2020-07-20 05:34:40",279,9,0,270,171.813899067032,3.2258064516129,0.017,0.013,0.076,0.101,0.792,7929168,162601,5.7,30,19.6,44.7,33.4
"86","Champaign","Illinois",17019,"US",40.13919438,-88.20046615,"Champaign, Illinois, US","2020-06-16 04:33:09",736,9,0,727,350.995998836372,1.22282608695652,"2020-07-20 05:34:40",1209,17,0,1192,576.568155697247,1.40612076095947,0,0.067,0.08,0.192,0.661,10356705,209918,4.9,21.7,29,44.4,30.8
"87","Charles","Maryland",24017,"US",38.51092331,-76.98580666,"Charles, Maryland, US","2020-06-16 04:33:09",1272,83,0,1189,779.13963872912,6.5251572327044,"2020-07-20 05:34:40",1609,90,0,1519,985.562640499335,5.59353635798633,0.035,0.034,0.107,0.157,0.667,5318368,161476,6.9,31.4,32.8,28.9,38.8
"88","Charlotte","Florida",12015,"US",26.90131002,-81.92949121,"Charlotte, Florida, US","2020-06-16 04:33:09",537,73,0,464,284.262347149436,13.5940409683426,"2020-07-20 05:34:40",1431,81,0,1350,757.503573130062,5.66037735849057,0.051,0.049,0.101,0.158,0.64,4670656,184849,9.7,33.8,33.3,23.2,60.2
"89","Chatham","Georgia",13051,"US",32.00043026,-81.12489526,"Chatham, Georgia, US","2020-06-16 04:33:09",636,31,0,605,219.742252012576,4.87421383647799,"2020-07-20 05:34:40",3392,40,0,3352,1171.95867740041,1.17924528301887,0.035,0.04,0.144,0.158,0.624,16849129,289166,10.4,24.3,32.1,33.2,36.3
"90","Chelan","Washington",53007,"US",47.87046092,-120.6173956,"Chelan, Washington, US","2020-06-16 04:33:09",273,6,0,267,353.626943005181,2.1978021978022,"2020-07-20 05:34:40",731,6,0,725,946.891191709844,0.820793433652531,0.062,0.048,0.029,0.297,0.564,4177800,76752,16.7,27.2,29.5,26.7,39
"91","Cherokee","Georgia",13057,"US",34.24393976,-84.47431861,"Cherokee, Georgia, US","2020-06-16 04:33:09",1040,38,0,1002,401.896643003714,3.65384615384615,"2020-07-20 05:34:40",2110,49,0,2061,815.386458401765,2.32227488151659,0.049,0.054,0.1,0.213,0.584,6203380,253914,8.6,22.8,31.6,37,39
"92","Chester","Pennsylvania",42029,"US",39.97291773,-75.74768357,"Chester, Pennsylvania, US","2020-06-16 04:33:09",3315,307,0,3008,631.441801637749,9.26093514328809,"2020-07-20 05:34:40",4295,334,0,3961,818.112379497475,7.77648428405122,0.006,0.022,0.038,0.113,0.82,41947957,522086,6.7,21.4,20,51.8,40.4
"93","Chesterfield","Virginia",51041,"US",37.37373208,-77.5868014,"Chesterfield, Virginia, US","2020-06-16 04:33:09",2194,39,0,2155,621.878560779134,1.77757520510483,"2020-07-20 05:34:40",3447,65,0,3382,977.035277577792,1.88569770815202,0.026,0.03,0.08,0.216,0.649,15281992,348281,7.9,23.4,28.8,39.9,38.9
"94","Chittenden","Vermont",50007,"US",44.46322849,-73.08359212,"Chittenden, Vermont, US","2020-06-16 04:33:09",570,39,0,531,348.040592523844,6.84210526315789,"2020-07-20 05:34:40",683,39,0,644,417.038113497869,5.71010248901903,0.031,0.07,0.065,0.115,0.718,10465797,163571,5.9,19.2,24.2,50.7,36.9
"95","Christian","Kentucky",21047,"US",36.89267803,-87.49055367,"Christian, Kentucky, US","2020-06-16 04:33:09",138,3,0,135,195.853025077703,2.17391304347826,"2020-07-20 05:34:40",361,4,0,357,512.340159804715,1.10803324099723,0.06,0.118,0.178,0.279,0.365,5274474,70712,14,32.1,36.5,17.3,28.1
"96","Christian","Missouri",29043,"US",36.9711783,-93.18537118,"Christian, Missouri, US","2020-06-16 04:33:09",30,0,0,30,33.8619560923303,0,"2020-07-20 05:34:40",118,1,0,117,133.190360629832,0.847457627118644,0.13,0.113,0.053,0.253,0.451,1397263,87044,8.1,30.4,33.3,28.2,38.6
"97","Citrus","Florida",12017,"US",28.84804315,-82.47614748,"Citrus, Florida, US","2020-06-16 04:33:09",150,12,0,138,100.229190749514,8,"2020-07-20 05:34:40",796,17,0,779,531.88290557742,2.1356783919598,0.09,0.036,0.087,0.178,0.609,3511018,147682,11.9,38.3,32.1,17.6,57.2
"98","Clackamas","Oregon",41005,"US",45.18787398,-122.2179634,"Clackamas, Oregon, US","2020-06-16 04:33:09",488,18,0,470,116.694206180489,3.68852459016393,"2020-07-20 05:34:40",1130,30,0,1100,270.214042999902,2.65486725663717,0.016,0.024,0.071,0.168,0.721,19580688,415416,6.7,21.3,35.2,36.8,41.6
"99","Clallam","Washington",53009,"US",48.04754642,-123.9226319,"Clallam, Washington, US","2020-06-16 04:33:09",29,0,0,29,37.5011314996573,0,"2020-07-20 05:34:40",68,0,0,68,87.9336876543689,0,0.001,0,0.028,0.225,0.746,2375614,76551,7.3,26.2,40.5,26.1,51.8
"100","Clark","Indiana",18019,"US",38.48015445,-85.70510334,"Clark, Indiana, US","2020-06-16 04:33:09",568,42,0,526,480.127132254738,7.3943661971831,"2020-07-20 05:34:40",773,44,0,729,653.412452874846,5.69210866752911,0.068,0.06,0.141,0.228,0.501,4380616,117280,10.8,34.2,34.1,20.9,39.7
"101","Clark","Nevada",32003,"US",36.21458855,-115.0130241,"Clark, Nevada, US","2020-06-16 04:33:09",8815,379,0,8436,388.888766342482,4.29948950652297,"2020-07-20 05:34:40",30432,527,0,29905,1342.55960718485,1.73172975814932,0.027,0.032,0.054,0.145,0.742,107622947,2226115,14.3,28.6,33.2,23.9,37.7
"102","Clark","Ohio",39023,"US",39.91592258,-83.78498252,"Clark, Ohio, US","2020-06-16 04:33:09",425,8,0,417,316.967848273085,1.88235294117647,"2020-07-20 05:34:40",895,11,0,884,667.496998128025,1.22905027932961,0.066,0.027,0.19,0.247,0.471,4414081,134528,12.5,36.8,32.1,18.6,41.2
"103","Clark","Washington",53011,"US",45.77568046,-122.4829204,"Clark, Washington, US","2020-06-16 04:33:09",620,27,0,593,126.986467748509,4.35483870967742,"2020-07-20 05:34:40",1193,30,0,1163,244.346541974148,2.51466890192791,0.02,0.021,0.048,0.17,0.741,18366219,481427,7.7,23.9,38.6,29.8,38.7
"104","Clarke","Georgia",13059,"US",33.95436462,-83.37124007,"Clarke, Georgia, US","2020-06-16 04:33:09",348,15,0,333,271.17376160086,4.31034482758621,"2020-07-20 05:34:40",1238,15,0,1223,964.692864545589,1.21163166397415,0.054,0.057,0.06,0.226,0.603,6890589,127268,12.9,21.1,23.3,42.7,28.5
"105","Clay","Florida",12019,"US",29.98319144,-81.85609986,"Clay, Florida, US","2020-06-16 04:33:09",440,32,0,408,200.682319887618,7.27272727272727,"2020-07-20 05:34:40",2083,42,0,2041,950.048346195246,2.01632261161786,0.055,0.067,0.15,0.209,0.52,4508532,215908,8.9,31.6,35.5,24.1,40.8
"106","Clay","Missouri",29047,"US",39.31132056,-94.41850862,"Clay, Missouri, US","2020-06-16 04:33:09",293,3,0,290,117.224382671596,1.02389078498294,"2020-07-20 05:34:40",625,13,0,612,250.05201081825,2.08,0.033,0.037,0.076,0.199,0.655,10039988,246360,6.8,28.8,31.6,32.7,37.6
"107","Clayton","Georgia",13063,"US",33.54187245,-84.35594188,"Clayton, Georgia, US","2020-06-16 04:33:09",1440,72,0,1368,492.718712361765,5,"2020-07-20 05:34:40",3411,85,0,3326,1167.12744990693,2.49193784813838,0.038,0.054,0.125,0.159,0.624,16751712,289197,15.3,32.9,32.3,19.5,33
"108","Clearfield","Pennsylvania",42033,"US",41.00110782,-78.47592663,"Clearfield, Pennsylvania, US","2020-06-16 04:33:09",55,0,0,55,69.3962526023595,0,"2020-07-20 05:34:40",99,0,0,99,124.913254684247,0,0.051,0.055,0.176,0.206,0.512,2619560,79572,13.1,49.1,23.5,14.3,45.7
"109","Clermont","Ohio",39025,"US",39.04847534,-84.15375786,"Clermont, Ohio, US","2020-06-16 04:33:09",240,6,0,234,116.263297614665,2.5,"2020-07-20 05:34:40",618,8,0,610,299.377991357762,1.29449838187702,0.082,0.069,0.074,0.192,0.584,7620619,205526,9.8,33,29.2,28,40.5
"110","Cleveland","Oklahoma",40027,"US",35.20413532,-97.32519562,"Cleveland, Oklahoma, US","2020-06-16 04:33:09",552,40,0,512,194.356616223144,7.2463768115942,"2020-07-20 05:34:40",1678,40,0,1638,590.815945692818,2.38379022646007,0.046,0.101,0.079,0.25,0.524,7136979,281166,8,25.6,33.9,32.5,34.5
"111","Clinton","Michigan",26037,"US",42.94400871,-84.60145248,"Clinton, Michigan, US","2020-06-16 04:33:09",190,11,0,179,238.708461586783,5.78947368421053,"2020-07-20 05:34:40",326,12,0,314,409.573465669954,3.68098159509202,0.033,0.056,0.046,0.263,0.603,1773185,79219,5.8,27,35.7,31.4,41.2
"112","Cobb","Georgia",13067,"US",33.94243204,-84.5761255,"Cobb, Georgia, US","2020-06-16 04:33:09",3618,217,0,3401,475.964327670787,5.99778883360973,"2020-07-20 05:34:40",8370,264,0,8106,1101.11150431302,3.15412186379928,0.039,0.049,0.116,0.225,0.572,45417267,756070,8.2,18.7,26.6,46.5,37.3
"113","Cochise","Arizona",4003,"US",31.87934684,-109.7516088,"Cochise, Arizona, US","2020-06-16 04:33:09",221,4,0,217,175.505471641175,1.80995475113122,"2020-07-20 05:34:40",1258,29,0,1229,999.031146265148,2.30524642289348,0.053,0.025,0.147,0.194,0.581,4404134,126411,12.8,23.5,40.7,23,42.2
"114","Coconino","Arizona",4005,"US",35.83883429,-111.7707178,"Coconino, Arizona, US","2020-06-16 04:33:09",1373,88,0,1285,956.954473222002,6.40932265112891,"2020-07-20 05:34:40",2664,106,0,2558,1856.75653070897,3.97897897897898,0.039,0.08,0.07,0.11,0.702,6770442,142523,10.4,21.4,32.6,35.6,31.1
"115","Cole","Missouri",29051,"US",38.50455671,-92.27860244,"Cole, Missouri, US","2020-06-16 04:33:09",57,1,0,56,74.2719395400352,1.75438596491228,"2020-07-20 05:34:40",159,2,0,157,207.179620822203,1.25786163522013,0.087,0.185,0.107,0.187,0.434,4238180,76720,8.1,30.7,28.3,32.9,40.5
"116","Collier","Florida",12021,"US",26.11091986,-81.34687065,"Collier, Florida, US","2020-06-16 04:33:09",2592,60,0,2532,673.418168780625,2.31481481481481,"2020-07-20 05:34:40",7815,107,0,7708,2030.38695564066,1.36916186820218,0.04,0.023,0.067,0.212,0.658,15760299,378201,13.6,25.4,24.8,36.2,51.8
"117","Collin","Texas",48085,"US",33.18820114,-96.57264368,"Collin, Texas, US","2020-06-16 04:33:09",1667,37,0,1630,161.104829279136,2.21955608878224,"2020-07-20 05:34:40",5291,64,0,5227,511.341122804983,1.20960120960121,0.021,0.026,0.054,0.181,0.719,59917532,1004307,6.3,14.8,27.1,51.7,37.3
"118","Columbia","Florida",12023,"US",30.22509788,-82.62160164,"Columbia, Florida, US","2020-06-16 04:33:09",183,2,0,181,255.279970984572,1.09289617486339,"2020-07-20 05:34:40",1245,5,0,1240,1736.74078620651,0.401606425702811,0.047,0.026,0.288,0.254,0.385,2117963,70668,13.3,36.1,35,15.6,40.2
"119","Columbia","Georgia",13073,"US",33.54534185,-82.263524,"Columbia, Georgia, US","2020-06-16 04:33:09",301,8,0,293,192.069630026673,2.6578073089701,"2020-07-20 05:34:40",1205,14,0,1191,768.916625189836,1.16182572614108,0.061,0.064,0.095,0.234,0.547,3294683,154077,7.4,24.9,32.6,35.1,38
"120","Columbia","Pennsylvania",42037,"US",41.04821986,-76.40565017,"Columbia, Pennsylvania, US","2020-06-16 04:33:09",380,33,0,347,584.939351025183,8.68421052631579,"2020-07-20 05:34:40",430,35,0,395,661.905055107444,8.13953488372093,0.02,0.046,0.05,0.163,0.721,2308721,65215,10,43.4,24.1,22.5,41.5
"121","Columbiana","Ohio",39029,"US",40.76932373,-80.78094576,"Columbiana, Ohio, US","2020-06-16 04:33:09",920,57,0,863,902.996574502125,6.19565217391304,"2020-07-20 05:34:40",1458,62,0,1396,1431.05326698272,4.25240054869685,0.098,0.08,0.115,0.156,0.551,2970872,102473,12.2,45.1,27.9,14.8,45.4
"122","Comanche","Oklahoma",40031,"US",34.65973764,-98.47195055,"Comanche, Oklahoma, US","2020-06-16 04:33:09",341,4,0,337,282.403995064141,1.17302052785924,"2020-07-20 05:34:40",591,9,0,582,489.445047163952,1.52284263959391,0.054,0.179,0.127,0.226,0.413,4449256,120528,10.4,32.1,35,22.5,32.9
"123","Cook","Illinois",17031,"US",41.84144849,-87.81658794,"Cook, Illinois, US","2020-06-16 04:33:09",85184,4206,0,80978,1653.98342172092,4.93754695717506,"2020-07-20 05:34:40",98670,4776,0,93894,1915.83565248407,4.84037701429006,0.023,0.021,0.072,0.162,0.722,362063569,5171960,13.3,23.3,25.4,38,37.2
"124","Coweta","Georgia",13077,"US",33.35334302,-84.76129976,"Coweta, Georgia, US","2020-06-16 04:33:09",515,12,0,503,346.780329811661,2.33009708737864,"2020-07-20 05:34:40",1010,16,0,994,680.093462349083,1.58415841584158,0.105,0.053,0.183,0.204,0.455,3705520,145998,11.2,28.6,30.3,29.8,40.1
"125","Cowlitz","Washington",53015,"US",46.19074721,-122.6782231,"Cowlitz, Washington, US","2020-06-16 04:33:09",109,0,0,109,98.5595833371009,0,"2020-07-20 05:34:40",344,2,0,342,311.050428146447,0.581395348837209,0.041,0.02,0.098,0.216,0.625,4511489,108752,11.5,30.7,41.2,16.6,40.5
"126","Craighead","Arkansas",5031,"US",35.83018283,-90.63235729,"Craighead, Arkansas, US","2020-06-16 04:33:09",363,2,0,361,329.006997063409,0.550964187327824,"2020-07-20 05:34:40",710,8,0,702,643.512308305841,1.12676056338028,0.078,0.123,0.138,0.341,0.32,4031319,108816,10.9,34.1,28.7,26.3,35.2
"127","Crawford","Pennsylvania",42039,"US",41.68447709,-80.10760592,"Crawford, Pennsylvania, US","2020-06-16 04:33:09",36,0,0,36,42.5386096964398,0,"2020-07-20 05:34:40",107,1,0,106,126.434201042196,0.934579439252336,0.024,0.016,0.136,0.266,0.558,2963429,85110,10.7,46.3,22.2,20.8,43.9
"128","Creek","Oklahoma",40037,"US",35.90230551,-96.37086028,"Creek, Oklahoma, US","2020-06-16 04:33:09",106,7,0,99,148.20614636056,6.60377358490566,"2020-07-20 05:34:40",269,9,0,260,376.108050669724,3.3457249070632,0.154,0.074,0.145,0.212,0.415,1772087,71730,13.2,40.5,29.9,16.3,40.9
"129","Cullman","Alabama",1043,"US",34.13020303,-86.86888037,"Cullman, Alabama, US","2020-06-16 04:33:09",273,1,0,272,325.900105052049,0.366300366300366,"2020-07-20 05:34:40",808,7,0,801,964.568809091777,0.866336633663366,0.13,0.024,0.249,0.217,0.379,2548547,83418,18.2,35.6,32.4,13.7,41.9
"130","Cumberland","Maine",23005,"US",43.8370751,-70.37226999,"Cumberland, Maine, US","2020-06-16 04:33:09",1445,57,0,1388,489.825527198029,3.94463667820069,"2020-07-20 05:34:40",1950,67,0,1883,661.010227014641,3.43589743589744,0.05,0.053,0.046,0.182,0.669,19382624,293673,5,22.3,26.1,46.7,42.5
"131","Cumberland","Pennsylvania",42041,"US",40.1625372,-77.26130755,"Cumberland, Pennsylvania, US","2020-06-16 04:33:09",738,60,0,678,291.27363144808,8.13008130081301,"2020-07-20 05:34:40",1016,68,0,948,400.994592887871,6.69291338582677,0.031,0.032,0.183,0.192,0.562,13853916,251131,7.7,32.9,23.6,35.8,41.3
"132","Cuyahoga","Ohio",39035,"US",41.424119,-81.65918339,"Cuyahoga, Ohio, US","2020-06-16 04:33:09",5220,315,0,4905,422.647424603586,6.03448275862069,"2020-07-20 05:34:40",10553,421,0,10132,854.444113379625,3.98938690419786,0.042,0.052,0.084,0.213,0.609,88717686,1241718,10.7,28,29.5,31.9,40.4
"133","Dakota","Minnesota",27037,"US",44.67172617,-93.06299363,"Dakota, Minnesota, US","2020-06-16 04:33:09",1730,74,0,1656,403.243664063065,4.27745664739884,"2020-07-20 05:34:40",3046,100,0,2946,709.988555338783,3.28299409061064,0.072,0.076,0.129,0.236,0.488,25800389,425040,5.1,20.6,32.4,41.8,38.3
"134","Dallas","Iowa",19049,"US",41.68560356,-94.04127625,"Dallas, Iowa, US","2020-06-16 04:33:09",1029,26,0,1003,1101.0882475683,2.52672497570457,"2020-07-20 05:34:40",1544,34,0,1510,1652.16739965544,2.2020725388601,0.036,0.102,0.118,0.26,0.485,4763330,89953,4.7,18,28,49.4,35.3
"135","Dane","Wisconsin",55025,"US",43.06601594,-89.41733797,"Dane, Wisconsin, US","2020-06-16 04:33:09",968,30,0,938,177.063993634476,3.09917355371901,"2020-07-20 05:34:40",3494,33,0,3461,639.113216693037,0.944476244991414,0.017,0.02,0.092,0.23,0.641,41137645,541948,4.4,17.9,27,50.7,35.5
"136","Dauphin","Pennsylvania",42043,"US",40.41377078,-76.77993242,"Dauphin, Pennsylvania, US","2020-06-16 04:33:09",1655,107,0,1548,594.684134689668,6.46525679758308,"2020-07-20 05:34:40",2404,150,0,2254,863.819129784872,6.2396006655574,0.032,0.023,0.258,0.147,0.539,21169400,276864,10.3,33.6,25.6,30.5,39.6
"137","Davidson","Tennessee",47037,"US",36.17007426,-86.78646056,"Davidson, Tennessee, US","2020-06-16 04:33:09",6818,88,0,6730,982.216946339664,1.29070108536228,"2020-07-20 05:34:40",16044,166,0,15878,2311.33597639683,1.03465469957617,0.02,0.037,0.086,0.181,0.677,63848008,690516,11.4,22.7,25.6,40.3,34.5
"138","Daviess","Kentucky",21059,"US",37.73028906,-87.0901948,"Daviess, Kentucky, US","2020-06-16 04:33:09",360,8,0,352,354.641368915684,2.22222222222222,"2020-07-20 05:34:40",570,8,0,562,561.515500783166,1.40350877192982,0.055,0.057,0.122,0.236,0.531,4067175,100883,10,34.7,32.4,22.9,39
"139","Davis","Utah",49011,"US",40.99001837,-112.1139997,"Davis, Utah, US","2020-06-16 04:33:09",672,4,0,668,189.039639249355,0.595238095238095,"2020-07-20 05:34:40",2325,7,0,2318,654.043394724331,0.301075268817204,0.035,0.055,0.077,0.314,0.518,13565775,351101,4.5,20.9,37.1,37.5,31.7
"140","DeKalb","Alabama",1049,"US",34.45946862,-85.80782906,"DeKalb, Alabama, US","2020-06-16 04:33:09",322,5,0,317,450.267783479927,1.5527950310559,"2020-07-20 05:34:40",1292,7,0,1285,1806.66452253436,0.541795665634675,0.084,0.051,0.106,0.179,0.58,1768414,71407,25.9,33.3,28.1,12.7,37.7
"141","DeKalb","Georgia",13089,"US",33.76944049,-84.22396017,"DeKalb, Georgia, US","2020-06-16 04:33:09",4355,148,0,4207,573.556855881164,3.398392652124,"2020-07-20 05:34:40",9732,188,0,9544,1281.71189929632,1.9317714755446,0.036,0.028,0.075,0.156,0.704,37396329,754906,11,20.8,24.8,43.4,36.3
"142","DeKalb","Illinois",17037,"US",41.89373302,-88.76958483,"DeKalb, Illinois, US","2020-06-16 04:33:09",490,15,0,475,467.124893943583,3.06122448979592,"2020-07-20 05:34:40",699,23,0,676,666.367960952172,3.29041487839771,0.007,0.012,0.034,0.191,0.756,3614570,104349,7.6,25.5,35.5,31.4,31.4
"143","Denver","Colorado",8031,"US",39.76018276,-104.8725695,"Denver, Colorado, US","2020-06-16 04:33:09",6376,364,0,6012,876.774416228577,5.70890840652447,"2020-07-20 05:34:40",8371,398,0,7973,1151.11020047827,4.75450961653327,0.02,0.018,0.062,0.194,0.707,70054379,716265,12.9,17,22.2,47.9,34.7
"144","Deschutes","Oregon",41017,"US",43.91570171,-121.2289121,"Deschutes, Oregon, US","2020-06-16 04:33:09",137,0,0,137,69.2997187544261,0,"2020-07-20 05:34:40",352,1,0,351,178.05475183619,0.284090909090909,0.01,0.061,0.014,0.25,0.666,8195615,191905,6.5,22.3,37,34.2,44
"145","DeSoto","Mississippi",28033,"US",34.87625235,-89.99091418,"DeSoto, Mississippi, US","2020-06-16 04:33:09",718,13,0,705,388.223525913109,1.81058495821727,"2020-07-20 05:34:40",2347,20,0,2327,1269.02592662683,0.852151682999574,0.055,0.078,0.088,0.236,0.543,5006943,181932,10.3,29.7,35.9,24.1,36.6
"146","Dodge","Wisconsin",55027,"US",43.41576662,-88.70928178,"Dodge, Wisconsin, US","2020-06-16 04:33:09",424,4,0,420,482.701305798108,0.943396226415094,"2020-07-20 05:34:40",564,5,0,559,642.083812429559,0.886524822695035,0.11,0.138,0.166,0.2,0.386,3279690,87833,9,41.7,32.7,16.5,42.9
"147","Dougherty","Georgia",13095,"US",31.53328528,-84.21722377,"Dougherty, Georgia, US","2020-06-16 04:33:09",1839,150,0,1689,2090.8181363409,8.15660685154976,"2020-07-20 05:34:40",2305,158,0,2147,2620.62849606622,6.85466377440347,0.033,0.037,0.045,0.159,0.726,4198481,89200,17.5,29,32.1,21.4,36.2
"148","Douglas","Colorado",8035,"US",39.33133796,-104.930001,"Douglas, Colorado, US","2020-06-16 04:33:09",807,49,0,758,229.813699972092,6.07187112763321,"2020-07-20 05:34:40",1331,54,0,1277,379.035978516548,4.05709992486852,0.013,0.041,0.081,0.192,0.673,15743268,342989,2,12.2,27.9,57.9,39.3
"149","Douglas","Georgia",13097,"US",33.70291126,-84.77026156,"Douglas, Georgia, US","2020-06-16 04:33:09",660,28,0,632,450.995264549722,4.24242424242424,"2020-07-20 05:34:40",1733,41,0,1692,1184.20423252223,2.36583958453549,0.083,0.037,0.09,0.198,0.591,3848040,145024,12,30.7,30.1,27.1,36.7
"150","Douglas","Kansas",20045,"US",38.88503636,-95.2925121,"Douglas, Kansas, US","2020-06-16 04:33:09",82,0,0,82,67.0707268994512,0,"2020-07-20 05:34:40",494,0,0,494,404.060232784499,0,0.006,0.009,0.024,0.227,0.734,4458646,121109,4.5,18,27.1,50.4,30.8
"151","Douglas","Nebraska",31055,"US",41.29518299,-96.15085305,"Douglas, Nebraska, US","2020-06-16 04:33:09",5734,61,0,5673,1003.6283949472,1.06382978723404,"2020-07-20 05:34:40",8610,110,0,8500,1507.01787242682,1.27758420441347,0.091,0.069,0.095,0.263,0.482,41051019,566391,10,21.3,29.8,38.9,35.1
"152","Douglas","Oregon",41019,"US",43.27941273,-123.167291,"Douglas, Oregon, US","2020-06-16 04:33:09",29,0,0,29,26.1308343845738,0,"2020-07-20 05:34:40",85,1,0,84,76.5903766444404,1.17647058823529,0.082,0.052,0.116,0.239,0.511,3382950,110114,10.9,32.4,39.5,17.2,47.5
"153","DuPage","Illinois",17043,"US",41.85116968,-88.08642662,"DuPage, Illinois, US","2020-06-16 04:33:09",8465,431,0,8034,917.196596458418,5.09155345540461,"2020-07-20 05:34:40",10196,497,0,9699,1104.75327790786,4.87446057277364,0.01,0.01,0.056,0.163,0.76,82596221,927247,7.4,18.3,25.5,48.8,39.8
"154","Duval","Florida",12031,"US",30.33225875,-81.66976468,"Duval, Florida, US","2020-06-16 04:33:09",2032,57,0,1975,212.162818257279,2.80511811023622,"2020-07-20 05:34:40",16546,94,0,16452,1727.58168842763,0.568113139127282,0.049,0.042,0.086,0.194,0.629,59046312,948652,10.5,27.9,32.5,29.2,36.4
"155","Eaton","Michigan",26045,"US",42.59599185,-84.83740035,"Eaton, Michigan, US","2020-06-16 04:33:09",258,7,0,251,233.975405375993,2.71317829457364,"2020-07-20 05:34:40",375,7,0,368,340.080531069757,1.86666666666667,0.047,0.039,0.147,0.247,0.52,4296062,109710,6.1,28,39.1,26.8,40.7
"156","Elmore","Alabama",1051,"US",32.59785413,-86.14415284,"Elmore, Alabama, US","2020-06-16 04:33:09",547,9,0,538,673.570663350121,1.64533820840951,"2020-07-20 05:34:40",1245,27,0,1218,1533.08130872194,2.16867469879518,0.042,0.095,0.127,0.252,0.485,1694188,81011,13.6,32.8,29,24.5,39
"157","Escambia","Florida",12033,"US",30.67652764,-87.37284571,"Escambia, Florida, US","2020-06-16 04:33:09",999,38,0,961,313.839078148758,3.8038038038038,"2020-07-20 05:34:40",5765,58,0,5707,1811.0933789065,1.00607111882047,0.019,0.052,0.095,0.31,0.524,14133569,315104,9.2,27.3,37.1,26.4,37.3
"158","Essex","Massachusetts",25009,"US",42.6687626,-70.94687179,"Essex, Massachusetts, US","2020-06-16 04:33:09",15627,1051,0,14576,1980.52301928687,6.72553913099123,"2020-07-20 05:34:40",16733,1143,0,15590,2120.69441874495,6.83081336281599,0.023,0.01,0.047,0.131,0.788,43173489,788183,10.7,25.2,24.7,39.4,40.6
